IncidentNum,incident_type,vic_type,mo,weapon_used,gang_related
014852-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,SUSP THREATENED TO KILL THE COMP WITH A KNIFE,Butcher Knife,No
087500-2018,DWI,Society/Public,THE A/P WAS DRIVING A VEHICLE WHILE INTOXICATED.,,
089592-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED ON NARCOTICS AT THE TIME OF ARREST,,
077185-2018,FAIL TO ID -GIVING FALSE/FICTITIOUS INFO PC 38.02(c)(2),Society/Public,AP GAVE FALSE AND FICTITIOUS NAMES AND DATES OF BIRTH,,
106112-2018,DISCHARGE FIREARM IN CERTAIN MUNICIPALITIES,Government,"SUSP FIRED FIREARM IN MUNICIPALITY MORE THAN 100,000 POPULATION",,
274728-2018,POSS MARIJUANA <2OZ,Society/Public,AP FOUND TO BE IN POSSESSION OF MARIJUANA <2OZ,,
220929-2018,POSS MARIJUANA <2OZ,Society/Public,A/P WAS IN POSSESSION OF 1.6 GRAMS OF MARIJUANA.,,
026887-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN PUBLIC AND A DANGER TO HIMSELF,Other,No
001448-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC AND DANGER TO SELF AND OTHERS.,Other,No
236894-2018,EVADING ARREST DETENTION,Government,A/P FLED FROM AN ATTEMPTED DETENTION,,
000462-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC PLACE AND A DANGER TO HIMSELF.,Other,No
161552-2018,THEFT OF PROP > OR EQUAL $100 <$750 ENH (SHOPLIFT-NOT EMP) PC31.03(f),Business,AP CONCEALED COMP'S PROPERTY AND FAILED TO RENDER PAYMENT,,
075867-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS IN POSSESSION OF MARIJUANA,,
221163-2018,RECKLESS DAMAGE,Individual,AP CAUSED DAMAGE TO COMP'S CAR IN A PARKING LOT,,
057522-2018,PUBLIC INTOXICATION,Society/Public,SUSP WAS INTOXICATED AND A DANGER TO HIMSELF AND OTHERS,,
259058-2018,ASSAULT (AGG) -FAM VIO W/WEAPON (AGG),Individual,A/P THREATENED THE COMP WITH A FIXED BLADE KNIFE.,Pocket Knife,UNK
048507-2020,PUBLIC INTOXICATION,Government,A/P WAS INTOXICATED IN PUBLIC AND A DANGER TO HIMSELF AND OTHERS,,
165966-2018,CRIMINAL TRESPASS,Business,CRIMINAL TRESPASS ARREST,,
147322-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED,,
135556-2018,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Individual,SUSPECT PRIED OPEN COMP'S DOOR AND TOOK PROP WITHOUT CONSENT,,
045745-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED IN PUBLIC,,
013353-2018,CRIMINAL TRESPASS,Business,SUSP WAS ON COMP'S PROPERTY W/O CONSENT.,Other,No
051342-2018,ASSAULT -BODILY INJURY ONLY,Individual,SUSP ASSAULTED COMP W/CROWBAR AND GOLF CLUB,Unknown,UNK
227192-2018,ASSAULT (AGG) -DISCH FIREARM  OCC BLDG/HOUSE/VEH (AGG),Individual,AP USED GUN AND RECKLESSLY SHOT APT,Rifle,G
048520-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AT LISTED LOCATION,,
191407-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,A/P IN POSSESSION OF COCAINE,,
227192-2018,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Individual,AP SHOT COMP VEHICLE CAUSING DAMAGE,,
251466-2019,PUBLIC INTOXICATION,Society/Public,A/P WAS FOUND TO BE INTOXICATED IN A PUBLIC PLACE,,
000678-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC AND A DANGER TO  HERSELF AND OTHERS,Other,No
103343-2018,POSS CONT SUB PEN GRP 2-A < OR EQUAL 2 OZ,Society/Public,A/P HAD AN ACTIVE PAROLE VIOLATION,,
028935-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED AND LAYING ON A PUBLIC STREET.,Other,No
141608-2018,PUBLIC INTOXICATION,Society/Public,SUSP WAS INTOXICATED AND A DANGER TO SELF AND OTHERS,,
231198-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED FROM ALCOHOL IN A PUBLIC PLACE.,,
023638-2018,ASSAULT -BODILY INJURY ONLY,Individual,AP STRUCK COMP WITH HER FIST CAUSING PAIN,Other,No
049681-2018,DWI,Society/Public,AP WAS ARRESTED FOR DRIVING WHILE INTOXICATED.,,
148325-2018,DWI,Society/Public,AP OPERATED HIS VEHICLE WHILE INTOXICATED ON A PUBLIC ROADWAY,,
041126-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP WAS IN POSSESSION OF 0.3 GRAMS OF HEROIN,,
072177-2017,PUBLIC INTOXICATION,Government,AP WAS ARRESTED FOR PI,Other,No
024279-2018,DWI,Government,A/P WAS DRIVING WHILE INTOXICATED.,Other,No
092785-2018,DWI,Society/Public,THE ARRESTED PERSON WAS ARRESTED FOR DRIVING WHILE INTOXICATED.,,
100508-2018,PUBLIC INTOXICATION,Government,INTOXICATION OF W/M IN A PUBLIC PLACE.,,
033800-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED AND A DANGER TO HIMSELF OR OTHERS,,
209981-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED ON A PUBLIC SIDEWALK IN THE HEAVY RAIN,,
233780-2018,PUBLIC INTOXICATION,Society/Public,"SUSP WAS DRUNK IN PUBLIC, AND WAS A DANGER TO HIMSELF AND OTHERS.",,
209431-2018,CRIMINAL TRESPASS,Business,CRIMINAL TRESPASS,,
084944-2018,TERRORISTIC THREAT OF FAMILY/HOUSEHOLD,Individual,SUSP PULLED OUT A KNIFE AND TOLD COMP TO STAY AWAY.,,UNK
099181-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS ARRESTED FOR POSSESSION OF 6.9 GRAMS OF MARIJUANA,,
088582-2019,RECOVERED OUT OF TOWN STOLEN PROPERTY (NO OFFENSE),Government,RECOVERED OUT OF TOWN PROPERTY.,,
098790-2018,POSS CONT SUB NOT IN PEN GRP,Society/Public,A/P WAS IN POSSESSION OF 0.1 GRAMS OF COCAINE.,,
277631-2018,POSS CONT SUB PEN GRP 1 <1G *DRUG FREE ZONE*,Society/Public,AP WAS IN POSSESSION OF METH WITHIN 1000 FT OF A DRUG FREE ZONE.,,
135291-2018,BMV,Individual,SUSP ENTERED COMPS VEHICLE AND TOOK PROP W/O PERMISSION.,,
191003-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED,,
073661-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC,,
157177-2018,PUBLIC INTOXICATION,Society/Public,THE AP WAS OBSERVED TO BE INTOXICATED IN PUBLIC,,
049034-2018,DWI,Society/Public,A/P LOST THE MENTAL AND PHYSICAL USE OF HIS FACULTIES BY INTOX,,
249219-2018,PUBLIC INTOXICATION,Society/Public,SUSP UNDER THE INFLUENCE IN PUBLIC,,
167957-2018,PUBLIC INTOXICATION,Government,ARRESTED PERSON WAS FOUND INTOXICATED IN A PUBLIC PLACE.,,
135859-2018,POSSESSION AND USE OF VOLATILE CHEMICAL,Society/Public,AP WAS IN POSSESSION OF CRYSTAL METH,,
040234-2018,DWI,Society/Public,A/P WAS PLACED UNDER ARREST FOR DWI AND TRANSPORTED TO JAIL.,,
147696-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION ARREST,,
250477-2018,UNLAWFUL POSS FIREARM BY FELON,Society/Public,AP IS A CONVICTED FELON IN POSSESSION OF A FIREARM,Handgun,
113482-2018,PUBLIC INTOXICATION,Society/Public,AP WAS IMPAIRED AND LETHARGIC  UNDER UNKNOWN SUBSTANCE,,
276158-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC,,
204025-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,"AP POSSESSED LESS THAN ONE OUNCE OF ""CHEESE"" AND CRACK COCAINE.",,
033550-2019,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED.,,
051563-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP WAS IN POSSESSSION OF 0.1 GRAMS OF COCAINE,,
123166-2018,POSS MARIJUANA <2OZ,Society/Public,AP POSSESSED MARIJUANA,,
091341-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
217948-2020,CRIMINAL TRESPASS,Business,AP RETURNED TO COMP BUSINESS WERE HE WAS PREVIOUSLY WARNED FOR CT,,
056801-2018,DWI 1 PREV CONV,Society/Public,A/P WAS PLACED UNDER ARREST FOR DWI.,,
070756-2018,CRIMINAL TRESPASS,Business,AP TRESPASSED ONTO COMP'S PROPERTY AFTER BEING WARNED,,
158254-2018,PUBLIC INTOXICATION,Government,AP WAS ARRESTED FOR PUBLIC INTOXICATION.,,
165111-2018,"THEFT OF SERVICE > OR EQUAL $750 <$2,500 PC31.04(e3)",Business,AP ORDERED DRINKS AT BAR AREA WITHOUT PAYING TAB,,
120041-2018,SEX OFFENDERS DUTY TO REGISTER W/PREV CONV,Government,SUSP FAILED TO COMPLY WITH HIS REGISTRATION REQUIREMENTS.,,
035719-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
171472-2018,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),Government,THE AP WAS DRIVING A STOLEN VEHICLE,,
150776-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,A/P FOUND IN POSSESSION OF METHAMPHINE,,
149869-2018,PUBLIC INTOXICATION,Government,SUSP SHOWED THAT HE COULD BE THE VICTIM OF AN INCIDENT,,
177100-2018,CRIMINAL TRESPASS,Business,SUSP WAS TRESPASSING AFTER BEING WARNED,,
231253-2018,POSS CONT SUB PEN GRP 3 < 28G,Society/Public,A/P WAS IN POSS OF ALPRAZOLAM,,
065331-2018,RESIST ARREST SEARCH OR TRANSPORT,Society/Public,SUSP TENSED UP LEFT ARM AND ATTEMPTED TO TURN AROUND.,Other,UNK
156612-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,AP STRUCK COMP WITH A MOVING VEHICLE CAUSING FEAR OF IMMINENT INJ,Vehicle,UNK
142534-2018,PUBLIC INTOXICATION,Government,AP'S WERE INTOXICATED IN PUBLIC.,,
221556-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN PUBLIC,,
041774-2018,DWI 1 PREV CONV,Society/Public,A/P WAS DRIVING A MOTOR VEH WHILE INTOXICATED FROM ALCOHOL.,,
017271-2018,DWI,Government,A/P WAS PLACED UNDER ARREST FOR SUSPICION OF DWI.,Other,No
016814-2018,UNLAWFUL CARRYING WEAPON,Government,AP IN POSSESSION OF HANDGUN WHILE IN POSS OF MARIJUANA,Handgun,No
136642-2018,TRAFFIC VIOLATION - NON HAZARDOUS,Society/Public,NO DL/FMFR,,
131202-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,AP POINTED AND THREATENED TO KILL THE COMP WITH A HANDGUN,Handgun,UNK
004898-2020,PUBLIC INTOXICATION,Government,A/P ARRESTED FOR PUBLIC INTOX. CRIM TRESPASS WARNING ISSUED,,
021041-2018,PUBLIC INTOXICATION,Government,"AP WAS FOUND LOOKING INTO CALLS, INTOX IN PUB",Other,No
242891-2018,CRIMINAL TRESPASS,Society/Public,ARRESTEE WAS FOUND TO BE TRESPASSING AT LOCATION,,
174805-2018,OTHER OFFENSE - MISDEMEANOR,Society/Public,SUSPECT HAD A DRUG PIPE IN HIS VEHICLE,,
099297-2018,RESIST ARREST SEARCH OR TRANSPORT,Society/Public,A/P PULLED AWAY FROM ARRESTING OFFICER,Other,UNK
072424-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,A/P WAS ARRESTED FOR DWI AND WAS FOUND IN POSS OF METHAMPHETAMINE,,
169370-2018,PUBLIC INTOXICATION,Government,THE AP WAS INTOXICATED IN PUBLIC AND A DANGER TO HERSELF/OTHERS,,
021061-2018,POSS MARIJUANA <2OZ,Society/Public,AP POSSESSED MARIJUANA IN HIS VEHICLE.,Other,No
136759-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
035277-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,AP ASSAULTED THE COMPS WITH A KNIFE,Pocket Knife,UNK
120221-2018,CRIMINAL TRESPASS,Business,AP WAS ARRESTED FOR CRIMINAL TRESPASS,,
120935-2018,POSS MARIJUANA <2OZ,Society/Public,THE A/P WAS IN POSSESSION OF 1.8 GRAMS OF MARIJUANA,,
178111-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP WAS IN POSSESSION OF HEROIN,,
089913-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED BY ALCOHOL AND WAS CAUSING A DISTURBANCE.,,
138013-2018,FORGERY FINANCIAL INSTRUMENT,Individual,AP ATTEMPTED TO CASH CHECK W/O COMP CONSENT,,
063017-2018,DISCHARGE FIREARM IN CERTAIN MUNICIPALITIES,Society/Public,ARRESTEE SHOT HIS GUN FROM INSIDE THE LISTED LOCATION TOWARDS OUT,Handgun,
110529-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED ON OTHER SUBSTANCE,,
190128-2018,"POSSSESS, MANUFACTOR OR DISTRIBUTE RETAIL THEFT  INSTRUMENT",Individual,AP WAS FOUND TO BE IN POSS OF A BOOSTER BAG,,
041049-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC AREA,,
233940-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
196992-2018,POSS CONT SUB PEN GRP 1 > OR EQUAL 1G<4G,Society/Public,AP WAS ARRESTED FOR POSSESSION OF COCAINE.,,
200050-2018,CRIMINAL TRESPASS WARNING,Individual,A/P WAS GIVEN CRIMINAL TRESPASS WARNING BY COMP,,
054490-2018,UNLAWFUL CARRYING WEAPON,Society/Public,AP IS A CONVICTED FELON AND WAS IN POSSESSION OF A HANDGUN,Handgun,
204755-2018,PUBLIC INTOXICATION,Government,SUSP WAS INTOXICATED INSIDE A CONVENIENCE STORE.,,
229895-2018,PUBLIC INTOXICATION,Government,AP WAS DRUNK IN PUBLIC,,
083221-2018,UNLAWFUL CARRYING WEAPON,Society/Public,A/P WAS CARRYING A HANDGUN WITHOUT A LICENSE.,Handgun,
076146-2018,CRIMINAL TRESPASS,Business,SUSPECT WAS CRIMINAL TRESPASSED FROM PROPERTY WOULD NOT LEAVE,,
085053-2018,TRAF VIO -RECKLESS DRIVING,Society/Public,AP DID DONUTS IN TRUCK AROUND PEDESTRIANS AND OTHER VEH,,
216230-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN PUBLIC,,
132822-2018,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Individual,A/P DAMAGED MULTIPLE VEHICLES WITH METAL ROD,,
113434-2018,PUBLIC INTOXICATION,Government,AP ARRESTED FOR PI,,
137708-2018,CRIMINAL TRESPASS,Business,AP BROKE WINDOW AND ENTERED APT TO SLEEP W/O CONSENT,,
133659-2018,FORGERY FINANCIAL INSTRUMENT,Business,SUSP ATTEMPTED TO CASH STOLEN CHECK,,
097178-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
127214-2018,POSS CONT SUB PEN GRP 3 < 28G,Society/Public,AP WAS IN POSSESSION OF XANAX THAT WAS NOT PRESCRIBED TO AP.,,
277069-2018,PUBLIC INTOXICATION,Society/Public,SUSP WAS INTOXICATED,,
139222-2018,PUBLIC INTOXICATION,Government,AP WAS FOUND TO BE INTOX AND A DANGER TO SELF,,
079069-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
208432-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS IN POSS OF MARIJUANA,,
169658-2018,POSS MARIJUANA <2OZ,Society/Public,AP WAS IN POSSESSION OF MARIJUANA,,
038661-2018,ASSAULT -BODILY INJURY ONLY,Individual,AP THREW A GLASS BOTTLE AT THE COMP AND STRUCK HIM.,Other,UNK
263746-2018,RECOVERED OUT OF TOWN STOLEN PROPERTY (NO OFFENSE),Society/Public,STOLEN RECOVERED PROPERTY W/ FARMERS BRANCH & KILGORE PD,,
188300-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC AREA AND WAS A DANGER TO HIMSELF.,,
068881-2020,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND CAUSING A DISTURBANCE.,,
194291-2018,MAN DEL CONT SUB PEN GRP 2 or 2-A > OR EQUAL 4G<400G,Society/Public,SUSP WAS OBSERVED SELLING DRUGS,,
177394-2018,DWI,Government,AP WAS DRIVING INTOXICATED ON A PUBLIC ROAD,,
105858-2018,PUBLIC INTOXICATION,Society/Public,PUBLICE INTOXICATION,,
226722-2018,ASSAULT -BODILY INJURY ONLY,Individual,SUSP HIT COMP IN THE HEAD WITH A BAT CAUSING HER TO TAKE BI,Other,UNK
000123-2018,DWI,Government,AP WAS OPERATING WHILE IMPAIRED,Other,No
229191-2018,INJURY CHILD/ELDERLY/DISABLED-INTENT-BODILY INJURY,Individual,AP PUSHED ELDERLY COMP CAUSING PAIN.,Personal Weapons (Hands-Feet ETC),UNK
144187-2018,POSS MARIJUANA <2OZ,Society/Public,A/P IN POSSESSION OF 15.0 GRAMS OF MARIJUANA,,
026446-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,A/P IN POSSESSION OF HEROIN,Other,No
031981-2020,EVADING ARREST DETENTION,Government,AP EVADED ON FOOT WHILE AOS ATTEMPTING TO DETAIN AP,,
230696-2018,INTOXICATION ASSAULT W/VEH SERIOUS BODILY INJURY,Individual,AP WAS ARRESTED FOR INTOXICATION ASSAULT.,,
156775-2018,PUBLIC INTOXICATION,Government,PI,,
189125-2018,TRAF VIO -OPERATE MOTOR VEH W/O FIN RESP,Society/Public,AP WAS ARRESTED FOR FMFR.,,
052099-2018,PUBLIC INTOXICATION,Government,ARRESTEE WAS A DANGER TO HERSELF DUE TO INTOXICATION,,
272920-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
217073-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,AP WAS IN POSSESSION OF HEROIN,,
009646-2018,CRIMINAL TRESPASS,Business,AP WAS FOUND ON PROPERTY W/ AN ACTIVE CT WARRANT,Other,No
258610-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
082517-2018,PUBLIC INTOXICATION,Government,AP WAS FOUND TO BE INTOXICATED,,
017290-2018,POSS MARIJUANA <2OZ,Government,A/P WAS ARRESTED FOR DWI & FOUND TO BE IN POSSESSION OF MARIJUANA,Other,No
142720-2018,TRAFFIC VIOLATION - NON HAZARDOUS,Government,AP VEHICLE REGISTRATION IS EXPIRED.,,
091791-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND WAS A DANGER TO HIMSELF AND OTHERS,,
041480-2018,"THEFT OF PROP <$2,500 2+PREV CONV (SHOPLFT-NOT EMP) PC31.03(e4D)",Business,SUSP TOOK COMP PROP WITHOUT CONSENT,,
255107-2018,DWI 1 PREV CONV,Society/Public,DWI,,
073534-2018,RECOVERED OUT OF TOWN STOLEN PROPERTY (NO OFFENSE),Society/Public,RECOVERED STOLEN FIREARM,,
224859-2018,PUBLIC INTOXICATION,Society/Public,AP WAS DRUNK IN A PUBLIC STREET,,
223101-2018,POSS CONT SUB PEN GRP 3 < 28G,Society/Public,AP ARRESTED FOR POSSESSION OF ALPRAZOLAM,,
232656-2018,CRIMINAL TRESPASS,Individual,"A/P HAD PRVIOUS CT ON FILE. A/P RETRNED TO THE LOCATION, ARRESTED",,
243769-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,IN POSS OF LESS THAN ONE GRAM OF METHAMPHETAMINE,,
073181-2018,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,,
198010-2018,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),Society/Public,RECOVERED STOLEN VEHICLES OUT OF CARROLLTON PD,,
058406-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
047897-2018,PUBLIC INTOXICATION,Government,AP WAS UNDER THE INFLUENCE OF UNK DRUG.,,
258336-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,AP POINTED A HANDGUN AT THE COMP,Handgun,UNK
056979-2018,PUBLIC INTOXICATION,Government,"AP AND HIS ACC WERE FOUND PASSED OUT IN THEIR PARKED VEH, INTOXIC",,
202646-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,A/P SHOT A UNKNOWN TYPE WEAPON AT COMPS MISSING THEM.,Firearm (Type Not Stated),UNK
129717-2018,FAIL TO ID -GIVING FALSE/FICTITIOUS INFO PC 38.02(c)(2),Government,AP LIED ABOUT HIS NAME,,
023823-2021,ASSAULT (AGG) -DEADLY WEAPON,Individual,SUSP POINTED A GUN AT COMP,Handgun,UNK
261932-2018,EVADING ARREST DETENTION,Society/Public,SUSP FLED FROM AO'S WHILE BEING DETAINED.,,
109211-2018,PUBLIC INTOXICATION,Society/Public,PUBLIC INTOXICATION,,
274237-2018,PUBLIC INTOXICATION,Government,AP WAS FOUND PUBLICLY INTOXICATED A DANGER TO HIMSELF AND OTHERS,,
219158-2018,POSS CONT SUB PEN GRP 1 <1G,Society/Public,A/P WAS FOUND IN POSSESSION OF CONTROLLED SUBSTANCE,,
205488-2018,PUBLIC INTOXICATION,Society/Public,AP INTOXICATED IN PUBLIC  AND A DANGER TO HERSELF AND OTHERS,,
262427-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED ON A PUBLIC STREET,,
001759-2019,CRIMINAL TRESPASS,Society/Public,AP WAS ARRESTED FOR CRIMINAL TRESPASS AT LOCATION,,
236395-2018,FORGERY FINANCIAL INSTRUMENT,Financial Institutio,SUSP TRIED TO CASH A STOLEN CHECK,,
027046-2019,PUBLIC INTOXICATION,Government,AP IS A DANGER TO HERSELF AND OTHERS.,,
118247-2021,APOWW (SOCIAL SERVICES REFERRAL),Government,AP A DANGER TO SELF/OTHERS DUE TO MENTAL ILLNESS,,
230601-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS FOUND INTOXICATED LAYING STREET.,,
024268-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED INSIDE HIS VEHICLE,Other,No
182101-2018,CRIMINAL TRESPASS,Business,THE AP WAS AT LISTED LOCATION AFTER BEING CRIMINALLY TRESPASSED,,
141753-2018,POSS MARIJUANA <2OZ,Society/Public,A/P WAS IN POSSESION OF MARIJUANA,,
085742-2018,DISORDERLY CONDUCT,Individual,AP BRANDISHED HANDGUN TO COMP,,
223763-2018,CRIMINAL TRESPASS,Business,AP RETURNED TO BUSINESS AND WAS ARRESTED FOR CRIMINAL TRESPASS,,
246527-2018,DWI,Society/Public,AP WAS ARRESTED FOR DWI.,,
036433-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,AP EXHIBITED MACHETE AND THREATENED TO CUT THE COMP WITH IT,Butcher Knife,UNK
109697-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED AND A DANGER TO HIMSELF AND OTHERS. NFI.,,
152039-2018,POSS MARIJUANA <2OZ,Society/Public,SUSP WAS IN POSSESSION OF MARIJUANA,,
129324-2017,THEFT OF PROP <$2500 2+ PREV CONVIC -SHOPLFT-(NOT EMP),Business,AP TOOK COMP'S PROPERTY WITHOUT PERMISSION,Other,No
052024-2018,DEADLY CONDUCT,Individual,AP POINTED GUN AT COMP WHILE IN VERBAL ARGUMENT,Handgun,UNK
052875-2018,"THEFT OF PROP <$2,500 2+PREV CONV (SHOPLFT-NOT EMP) PC31.03(e4D)",Business,SUSPECT TOOK PROPERTY FROM COMPLAINANT W/O CONSENT,,
063147-2018,DWI,Society/Public,A/P WAS DRIVING A MOTOR VEHICLE WHILE INTOXICATED FROM ALCOHOL.,,
226084-2020,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED IN PUBLIC,,
245645-2018,PUBLIC INTOXICATION,Society/Public,A/P WAS INTOXICATED IN A PUBLIC PLACE FROM THE EFFECTS OF K2,,
035949-2018,PUBLIC INTOXICATION,Society/Public,THE A/P WAS INTOXICATED IN PUBLIC.,,
207818-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED,,
042583-2020,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC PLACE AND A DANGER TO HIMSELF,,
293843-2016,PUBLIC INTOXICATION,Government,PUBLIC INTOXICATION,Other,No
147944-2018,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),Government,OUT OF TOWN STOLEN VEHICLE RECOVERED BY DALLAS PD.,,
121348-2018,POSS MARIJUANA <2OZ,Society/Public,SUSP WAS IN POSSESSION OF 12 CLEAR BAGGIES CONTAINING MARIJUANA,,
186293-2018,POSS MARIJUANA <2OZ,Society/Public,SUSP HAD MARIJUANA ON HIS PERSON,,
068973-2018,PUBLIC INTOXICATION,Government,ARRESTED PERSON WAS FOUND INTOXICATED IN PUBLIC,,
030668-2018,PUBLIC INTOXICATION,Society/Public,AP WAS INTOXICATED AND WAS A DANGEROUS TO HIMSELF,Other,No
118513-2018,PUBLIC INTOXICATION,Government,ARRESTEE AT LOCATION PASSED OUT FROM K-2 USAGE,,
097977-2018,PUBLIC INTOXICATION,Government,AP WAS INTOXICATED IN A PUBLIC PARKING LOT.,,
040709-2018,POSS MARIJUANA <2OZ,Society/Public,POSS OF MARIJUANA,,
275221-2018,CRIMINAL TRESPASS,Government,ARRESTEE WAS ON PROPERTY WHILE HAVING AN ACTIVE CRIMINAL TRESPASS,,
208701-2018,ASSAULT (AGG) -DEADLY WEAPON,Individual,"SUSPECT ASSAULTED COMP, CAUSING SBI",Pocket Knife,UNK
231946-2018,DEADLY CONDUCT DISCHARGE FIREARM,Society/Public,"A/P DISCHARGED FIREARM WITHIN DALLAS, DALLAS COUNTY TX.",Handgun,
022262-2018,ASSAULT -BODILY INJURY ONLY,Individual,AP HIT COMP WITH OPEN HAND INTO VEHICLE CAUSING BODILY INJURY,Personal Weapons (Hands-Feet ETC),No
047906-2019,DWI,Society/Public,AP DROVE ON PUBLIC STREET UNDER INFLUENCE OF ALCOHOL,,
124065-2018,BMV,Government,AP ENTERED VEHICLE W/O CONSENT AND TOOK PROPERTY,,
194291-2018,MANIFESTING FOR SELLING DRUGS,Society/Public,SUSP WAS OBSERVED SELLING DRUGS,,
084131-2018,PUBLIC INTOXICATION,Government,A/P TAKEN TO LEWS FOR BEING INTOXICATED IN A PUBLIC PLACE,,
163651-2018,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Business,A/P DROVE HIS CAR INTO 2 BUILDING PILLARS AT THE SHOPPING PLAZA,,
040440-2018,POSS MARIJUANA <2OZ,Society/Public,SUSP WAS IN POSSESSION OF LESS THAN 2OZ OF MARIJJUANA,,
272720-2016,BURGLARY OF HABITATION - FORCED ENTRY,Individual,AP'S ENTERED LOCATION AND TOOK PROPERTY W/OUT PERMISSION,Other,No
016215-2018,PUBLIC INTOXICATION,Government,ARRESTEE WAS A DANGER TO HERSELF TO TO BEING INTOXICATED,Other,No
144761-2017,CRIMINAL TRESPASS,Business,VIOLATING A CRIMINAL TRESPASS WARING,Other,No
146737-2018,CRIMINAL TRESPASS,Business,"AP WAS WARNED NOT TO RETURN TO THE LOCATION, AND RETURNED",,
164745-2018,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,,SUSP TOOK COMPS VEHICLE W/O PERMISSION FLED LOCATION,,
